val_accuracy,val_loss,epoch,step,train_loss,test_accuracy,test_loss
0.22857142984867096,1.4067776203155518,0,0,,,
0.22857142984867096,1.4048043489456177,1,1,,,
0.22857142984867096,1.4028459787368774,2,2,,,
0.22857142984867096,1.4009027481079102,3,3,,,
0.22857142984867096,1.3989742994308472,4,4,,,
0.22857142984867096,1.3970599174499512,5,5,,,
0.22857142984867096,1.3951711654663086,6,6,,,
0.22857142984867096,1.3933465480804443,7,7,,,
0.22857142984867096,1.3915748596191406,8,8,,,
0.22857142984867096,1.3898403644561768,9,9,,,
0.22857142984867096,1.3881487846374512,10,10,,,
0.22857142984867096,1.3864507675170898,11,11,,,
0.2571428716182709,1.38493013381958,12,12,,,
0.27142858505249023,1.383447527885437,13,13,,,
0.27142858505249023,1.3819670677185059,14,14,,,
0.30000001192092896,1.3804665803909302,15,15,,,
0.3285714387893677,1.3789682388305664,16,16,,,
0.3285714387893677,1.3774628639221191,17,17,,,
0.41428571939468384,1.3759441375732422,18,18,,,
0.4714285731315613,1.3743985891342163,19,19,,,
0.3142857253551483,1.3728231191635132,20,20,,,
0.2571428716182709,1.3712190389633179,21,21,,,
0.3142857253551483,1.3695895671844482,22,22,,,
0.3571428656578064,1.3679367303848267,23,23,,,
0.41428571939468384,1.3662619590759277,24,24,,,
0.4285714328289032,1.364565134048462,25,25,,,
0.4285714328289032,1.3628448247909546,26,26,,,
0.4285714328289032,1.361100673675537,27,27,,,
0.4285714328289032,1.3593336343765259,28,28,,,
0.4285714328289032,1.3575443029403687,29,29,,,
0.4285714328289032,1.3557332754135132,30,30,,,
0.4285714328289032,1.3539012670516968,31,31,,,
0.4285714328289032,1.3520488739013672,32,32,,,
0.4285714328289032,1.3501771688461304,33,33,,,
0.4285714328289032,1.3482871055603027,34,34,,,
0.4285714328289032,1.346380352973938,35,35,,,
0.4285714328289032,1.3444583415985107,36,36,,,
0.4285714328289032,1.3425219058990479,37,37,,,
0.4285714328289032,1.3405730724334717,38,38,,,
0.4285714328289032,1.3386141061782837,39,39,,,
0.4285714328289032,1.3366464376449585,40,40,,,
0.4285714328289032,1.3346729278564453,41,41,,,
0.4285714328289032,1.3326972723007202,42,42,,,
0.4285714328289032,1.3307240009307861,43,43,,,
0.4285714328289032,1.3287538290023804,44,44,,,
0.4285714328289032,1.3267879486083984,45,45,,,
0.4285714328289032,1.3248265981674194,46,46,,,
0.4285714328289032,1.3228715658187866,47,47,,,
0.4285714328289032,1.3209251165390015,48,48,,,
,,49,49,1.3227310180664062,,
0.4285714328289032,1.3189915418624878,49,49,,,
0.4285714328289032,1.3170757293701172,50,50,,,
0.4285714328289032,1.3151819705963135,51,51,,,
0.4285714328289032,1.3133152723312378,52,52,,,
0.4285714328289032,1.3114795684814453,53,53,,,
0.4285714328289032,1.3096771240234375,54,54,,,
0.4285714328289032,1.307910442352295,55,55,,,
0.4285714328289032,1.3061825037002563,56,56,,,
0.4285714328289032,1.30449640750885,57,57,,,
0.4285714328289032,1.302855372428894,58,58,,,
0.4285714328289032,1.3012620210647583,59,59,,,
0.4285714328289032,1.2997198104858398,60,60,,,
0.4285714328289032,1.298230528831482,61,61,,,
0.4285714328289032,1.2967963218688965,62,62,,,
0.4285714328289032,1.2954187393188477,63,63,,,
0.4285714328289032,1.2940996885299683,64,64,,,
0.4285714328289032,1.2928391695022583,65,65,,,
0.4285714328289032,1.2916382551193237,66,66,,,
0.4285714328289032,1.2904973030090332,67,67,,,
0.4285714328289032,1.289415955543518,68,68,,,
0.4285714328289032,1.2883942127227783,69,69,,,
0.4285714328289032,1.287430763244629,70,70,,,
0.4285714328289032,1.2865256071090698,71,71,,,
0.4285714328289032,1.2856768369674683,72,72,,,
0.4285714328289032,1.2848840951919556,73,73,,,
0.4285714328289032,1.2841447591781616,74,74,,,
0.4285714328289032,1.283457636833191,75,75,,,
0.4285714328289032,1.2828208208084106,76,76,,,
0.4285714328289032,1.2822319269180298,77,77,,,
0.4285714328289032,1.2816890478134155,78,78,,,
0.4285714328289032,1.281190276145935,79,79,,,
0.4285714328289032,1.2807328701019287,80,80,,,
0.4285714328289032,1.2803150415420532,81,81,,,
0.4285714328289032,1.279934048652649,82,82,,,
0.4285714328289032,1.279588222503662,83,83,,,
0.4285714328289032,1.279274821281433,84,84,,,
0.4285714328289032,1.2789922952651978,85,85,,,
0.4285714328289032,1.2787377834320068,86,86,,,
0.4285714328289032,1.2785097360610962,87,87,,,
0.4285714328289032,1.2783067226409912,88,88,,,
0.4285714328289032,1.2781258821487427,89,89,,,
0.4285714328289032,1.277966022491455,90,90,,,
0.4285714328289032,1.2778249979019165,91,91,,,
0.4285714328289032,1.2777018547058105,92,92,,,
0.4285714328289032,1.2775940895080566,93,93,,,
0.4285714328289032,1.2775001525878906,94,94,,,
0.4285714328289032,1.2774189710617065,95,95,,,
0.4285714328289032,1.2773483991622925,96,96,,,
0.4285714328289032,1.2772871255874634,97,97,,,
0.4285714328289032,1.2772337198257446,98,98,,,
,,99,99,1.2802534103393555,,
0.4285714328289032,1.2771859169006348,99,99,,,
0.4285714328289032,1.2771430015563965,100,100,,,
0.4285714328289032,1.2771035432815552,101,101,,,
0.4285714328289032,1.2770658731460571,102,102,,,
0.4285714328289032,1.2770291566848755,103,103,,,
0.4285714328289032,1.2769923210144043,104,104,,,
0.4285714328289032,1.2769547700881958,105,105,,,
0.4285714328289032,1.2769149541854858,106,106,,,
0.4285714328289032,1.2768734693527222,107,107,,,
0.4285714328289032,1.2768288850784302,108,108,,,
0.4285714328289032,1.276781678199768,109,109,,,
0.4285714328289032,1.2767314910888672,110,110,,,
0.4285714328289032,1.276678204536438,111,111,,,
0.4285714328289032,1.2766221761703491,112,112,,,
0.4285714328289032,1.2765635251998901,113,113,,,
0.4285714328289032,1.2765023708343506,114,114,,,
0.4285714328289032,1.2764390707015991,115,115,,,
0.4285714328289032,1.2763736248016357,116,116,,,
0.4285714328289032,1.2763065099716187,117,117,,,
0.4285714328289032,1.2762383222579956,118,118,,,
0.4285714328289032,1.2761691808700562,119,119,,,
0.4285714328289032,1.2760989665985107,120,120,,,
0.4285714328289032,1.2760279178619385,121,121,,,
0.4285714328289032,1.2759568691253662,122,122,,,
0.4285714328289032,1.2758854627609253,123,123,,,
0.4285714328289032,1.2758135795593262,124,124,,,
0.4285714328289032,1.2757415771484375,125,125,,,
0.4285714328289032,1.275669813156128,126,126,,,
0.4285714328289032,1.2755979299545288,127,127,,,
0.4285714328289032,1.2755255699157715,128,128,,,
0.4285714328289032,1.2754539251327515,129,129,,,
0.4285714328289032,1.2753820419311523,130,130,,,
0.4285714328289032,1.2753103971481323,131,131,,,
0.4285714328289032,1.2752385139465332,132,132,,,
0.4285714328289032,1.275166630744934,133,133,,,
0.4285714328289032,1.2750945091247559,134,134,,,
0.4285714328289032,1.275022268295288,135,135,,,
0.4285714328289032,1.2749501466751099,136,136,,,
0.4285714328289032,1.2748775482177734,137,137,,,
0.4285714328289032,1.274804711341858,138,138,,,
0.4285714328289032,1.2747312784194946,139,139,,,
0.4285714328289032,1.274657964706421,140,140,,,
0.4285714328289032,1.2745840549468994,141,141,,,
0.4285714328289032,1.2745094299316406,142,142,,,
0.4285714328289032,1.274434208869934,143,143,,,
0.4285714328289032,1.274358868598938,144,144,,,
0.4285714328289032,1.274282455444336,145,145,,,
0.4285714328289032,1.2742056846618652,146,146,,,
0.4285714328289032,1.2741276025772095,147,147,,,
0.4285714328289032,1.2740494012832642,148,148,,,
,,149,149,1.277031421661377,,
0.4285714328289032,1.2739702463150024,149,149,,,
0.4285714328289032,1.2738903760910034,150,150,,,
0.4285714328289032,1.2738093137741089,151,151,,,
0.4285714328289032,1.273727536201477,152,152,,,
0.4285714328289032,1.2736451625823975,153,153,,,
0.4285714328289032,1.273561716079712,154,154,,,
0.4285714328289032,1.273477554321289,155,155,,,
0.4285714328289032,1.2733923196792603,156,156,,,
0.4285714328289032,1.273306131362915,157,157,,,
0.4285714328289032,1.273219347000122,158,158,,,
0.4285714328289032,1.273131251335144,159,159,,,
0.4285714328289032,1.2730426788330078,160,160,,,
0.4285714328289032,1.2729533910751343,161,161,,,
0.4285714328289032,1.2728629112243652,162,162,,,
0.4285714328289032,1.2727717161178589,163,163,,,
0.4285714328289032,1.2726794481277466,164,164,,,
0.4285714328289032,1.2725863456726074,165,165,,,
0.4285714328289032,1.272492527961731,166,166,,,
0.4285714328289032,1.2723979949951172,167,167,,,
0.4285714328289032,1.272302508354187,168,168,,,
0.4285714328289032,1.2722059488296509,169,169,,,
0.4285714328289032,1.272108793258667,170,170,,,
0.4285714328289032,1.2720110416412354,171,171,,,
0.4285714328289032,1.271911859512329,172,172,,,
0.4285714328289032,1.271812081336975,173,173,,,
0.4285714328289032,1.2717113494873047,174,174,,,
0.4285714328289032,1.2716096639633179,175,175,,,
0.4285714328289032,1.2715072631835938,176,176,,,
0.4285714328289032,1.2714037895202637,177,177,,,
0.4285714328289032,1.2712993621826172,178,178,,,
