mean_idx_val_loss,val_loss,epoch,step,train_loss,mean_idx_loss,roc_auc_score
4.786921977996826,1603.618896484375,27,839,,,
,,27,839,155.04449462890625,,
4.785727500915527,1603.21875,28,869,,,
,,28,869,154.94448852539062,,
,,29,899,,5.163149833679199,
4.78617525100708,1603.3687744140625,29,899,,,
,,29,899,154.8944854736328,,
,,30,900,,,0.8562951170176318
